Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
Query-Centric Trajectory Prediction,Z. Zhou; J. Wang; Y. Li; Y. Huang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203873,NO,"To overcome this limitation and achieve faster inference, we introduce a query-centric paradigm for scene encoding, which enables the reuse of past computations by learning representations independent of the global spacetime coordinate system. To tackle this challenge, we first employ anchor-free queries to generate trajectory proposals in a recurrent fashion, which allows the model to utilize different scene contexts when decoding waypoints at different horizons."
Large-scale Localization Datasets in Crowded Indoor Spaces,D. Lee; S. Ryu; S. Yeon; Y. Lee; D. Kim; C. Han; Y. Cabon; P. Weinzaepfel; N. Guérin; G. Csurka; M. Humenberger,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578849,NO,"They were captured in a large shopping mall and a large metro station in Seoul, South Korea, using a dedicated mapping platform consisting of 10 cameras and 2 laser scanners. In order to obtain accurate ground truth camera poses, we developed a robust LiDAR SLAM which provides initial poses that are then refined using a novel structure-from-motion based optimization."
Crowd3D: Towards Hundreds of People Reconstruction from a Single Image,H. Wen; J. Huang; H. Cui; H. Lin; Y. -K. Lai; L. Fang; K. Li,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203526,NO,"However, existing methods cannot deal with large scenes containing hundreds of people, which encounter the challenges of large number of people, large variations in human scale, and complex spatial distribution. The core of our approach is to convert the problem of complex crowd localization into pixel localization with the help of our newly defined concept, Human-scene Virtual Interaction Point (HVIP)."
Introvert: Human Trajectory Prediction via Conditional 3D Attention,N. Shafiee; T. Padir; E. Elhamifar,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577353,NO,"In this work, we propose Introvert, a model which predicts human path based on his/her observed trajectory and the dynamic scene context, captured via a conditional 3D visual attention mechanism working on the input video. Introvert infers both environment constraints and social interactions through observing the dynamic scene instead of communicating with other humans, hence, its computational cost is independent of how crowded the surrounding of a target human is."
Rawgment: Noise-Accounted RAW Augmentation Enables Recognition in a Wide Variety of Environments,M. Yoshimura; J. Otsuka; A. Irie; T. Ohashi,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204594,NO,"Unfortunately, this approach struggles to yield realistic images in terms of pixel intensity and noise distribution due to not considering the non-linearity of Image Signal Processors (ISPs) and noise characteristics of image sensors. One simple approach is to apply data augmentation such as color jitter and blur to standard RGB (sRGB) images in simple scenes."
"Pseudo-Labels for Supervised Learning on Dynamic Vision Sensor Data, Applied to Object Detection Under Ego-Motion",N. F. Y. Chen,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575257,NO,"Using principles inspired by the retina, its high temporal resolution overcomes motion blurring, its high dynamic range overcomes extreme illumination conditions and its low power consumption makes it ideal for embedded systems on platforms such as drones and self-driving cars. We show, for the first time, event-based car detection under ego-motion in a real environment at 100 frames per second with a test average precision of 40.3% relative to our annotated ground truth."
Stochastic Trajectory Prediction via Motion Indeterminacy Diffusion,T. Gu; G. Chen; J. Li; C. Lin; Y. Rao; J. Zhou; J. Lu,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9878855,YES,"In this paper, we present a new framework to formulate the trajectory prediction task as a reverse process of motion indeterminacy diffusion (MID), in which we progressively discard indeterminacy from all the walkable areas until reaching the desired trajectory. Unlike existing stochastic trajectory prediction methods which usually use a latent variable to represent multi-modality, we explicitly simulate the process of human motion variation from indeterminate to determinate."
Robust Test-Time Adaptation in Dynamic Scenarios,L. Yuan; B. Xie; S. Li,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204405,YES,"However, these attempts may fail in dynamic scenarios of real-world applications like autonomous driving, where the environments gradually change and the test data is sampled correlatively over time. Most of the previous TTA methods have achieved great success on simple test data streams such as independently sampled data from single or multiple distributions."
MERLOT RESERVE: Neural Script Knowledge through Vision and Language and Sound,R. Zellers; J. Lu; X. Lu; Y. Yu; Y. Zhao; M. Salehi; A. Kusupati; J. Hessel; A. Farhadi; Y. Choi,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879062,NO,"We introduce @MERLOT RESERVE, a model that represents videos jointly over time - through a new training objective that learns from audio, subtitles, and video frames. In a fully zero-shot setting, our model obtains competitive results on four video tasks, even outperforming supervised approaches on the recently proposed Situated Reasoning (STAR) benchmark."
DR.VIC: Decomposition and Reasoning for Video Individual Counting,T. Han; L. Bai; J. Gao; Q. Wang; W. Ouyang,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879966,YES,"Instead of relying on the Multiple Object Tracking (MOT) techniques, we propose to solve the problem by decomposing all pedestrians into the initial pedestrians who existed in the first frame and the new pedestrians with separate identities in each following frame. In this work, we propose to conduct the pedes-trian counting from a new perspective - Video Individual Counting (VIC), which counts the total number of individual pedestrians in the given video (a person is only counted once)."
PoseExaminer: Automated Testing of Out-of-Distribution Robustness in Human Pose and Shape Estimation,Q. Liu; A. Kortylewski; A. Yuille,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205124,YES,"To address this fundamental problem, we develop a simulator that can be controlled in a fine-grained manner using interpretable parameters to explore the manifold of images of human pose, e.g. In addition, we show that fine-tuning HPS methods by exploiting the failure modes found by PoseExaminer improve their robustness and even their performance on standard benchmarks by a significant margin."
PhyIR: Physics-based Inverse Rendering for Panoramic Indoor Images,Z. Li; L. Wang; X. Huang; C. Pan; J. Yang,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879361,NO,"In this paper, we present PhyIR, a neural inverse rendering method with a more completed SVBRDF representation and a physics-based in-network rendering layer, which can handle complex material and incorporate physical constraints by re-rendering realistic and detailed specular reflectance. Extensive experiments on both synthetic and real-world data show that the proposed method outperforms the state-of-the-arts quantitatively and qualitatively, and is able to produce photorealistic results for a number of applications such as dynamic virtual object insertion."
Two Body Problem: Collaborative Visual Task Completion,U. Jain; L. Weihs; E. Kolve; M. Rastegari; S. Lazebnik; A. Farhadi; A. G. Schwing; A. Kembhavi,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953359,NO,"Learning to collaborate in a visual environment entails learning (1) to perform the task, (2) when and what to communicate, and (3) how to act based on these communications and the perception of the visual world. In this paper we study the problem of learning to collaborate directly from pixels in AI2-THOR and demonstrate the benefits of explicit and implicit modes of communication to perform visual tasks."
Divide-and-Conquer for Lane-Aware Diverse Trajectory Prediction,S. Narayanan; R. Moslemi; F. Pittaluga; B. Liu; M. Chandraker,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577563,NO,"Our framework provides multi-agent trajectory outputs in a forward pass by capturing interactions through hypercolumn descriptors and incorporating scene information in the form of rasterized images and per-agent lane anchors. As our first contribution, we propose a novel Divide-And-Conquer (DAC) approach that acts as a better initialization technique to WTA objective, resulting in diverse outputs without any spurious modes."
Whose Track Is It Anyway? Improving Robustness to Tracking Errors with Affinity-based Trajectory Prediction,X. Weng; B. Ivanovic; K. Kitani; M. Pavone,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879091,NO,"reduces overall prediction errors by up to 57.9%, in comparison to standard prediction pipelines that use tracklets as inputs, with even more significant error reduction (up to 88.6%) if restricting the evaluation to challenging scenarios with tracking errors. Since affinity matrices contain “soft” information about the similarity and identity of detections across frames, making prediction directly from affinity matrices retains strictly more information than making prediction from the tracklets generated by data association."
Collaboration Helps Camera Overtake LiDAR in 3D Detection,Y. Hu; Y. Lu; R. Xu; W. Xie; S. Chen; Y. Wang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203708,NO,Camera-only 3D detection provides an economical solution with a simple configuration for localizing objects in 3D space compared to LiDAR-based detection systems. The shared messages from multiple view-points disambiguate the single-agent estimated depth and complement the occluded and long-range regions in the single-agent view.
Safe Local Motion Planning with Self-Supervised Freespace Forecasting,P. Hu; A. Huang; J. Dolan; D. Held; D. Ramanan,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577522,NO,"Practical autonomy stacks adopt a semantic object-centric representation of a dynamic scene and build object detection, tracking, and prediction modules to solve forecasting. Our key intuition is that it is important to avoid straying into occupied space regardless of what is occupying it."
The Wisdom of Crowds: Temporal Progressive Attention for Early Action Prediction,A. Stergiou; D. Damen,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205036,NO,"Extensive experiments over four video datasets showcase state-of-the-art performance on the task of Early Action Prediction across a range of encoder architectures. Early action prediction deals with inferring the ongoing action from partially-observed videos, typically at the outset of the video."
“Seeing” Electric Network Frequency from Events,L. Xu; G. Hua; H. Zhang; L. Yu; N. Qiao,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203338,YES,"In this paper, we show that the ENF can be extracted without the above limitations from a new modality provided by the so-called event camera, a neuromorphic sensor that encodes the light intensity variations and asynchronously emits events with extremely high temporal resolution and high dynamic range. Most of the artificial lights fluctuate in response to the grid's alternating current and exhibit subtle variations in terms of both intensity and spectrum, providing the potential to estimate the Electric Network Frequency (ENF)from conventional frame-based videos."
Multiple Object Tracking with Correlation Learning,Q. Wang; Y. Zheng; P. Pan; Y. Xu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578419,NO,"To incorporate the spatial layout, we propose to exploit the local correlation module to model the topological relationship between targets and their surrounding environment, which can enhance the discriminative power of our model in crowded scenes. To exploit the temporal context, existing approaches generally utilize two or more adjacent frames to construct an enhanced feature representation, but the dynamic motion scene is inherently difficult to depict via CNNs."
ChiTransformer: Towards Reliable Stereo from Cues,Q. Su; S. Ji,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879564,YES,"To address these issues in both scenarios, we present an optic-chiasm-inspired self-supervised binocular depth estimation method, wherein vision transformer (ViT) with a gated positional cross-attention (GPCA) layer is designed to enable feature-sensitive pattern retrieval between views, while retaining the extensive context information aggregated through self-attentions. While single image depth estimation is spared from these challenges and can achieve satisfactory results with the extracted monocular cues, the lack of stereoscopic relationship renders the monocular prediction less reliable on its own especially in highly dynamic or cluttered environments."
Tracking Through Containers and Occluders in the Wild,B. Van Hoorick; P. Tokmakov; S. Stent; J. Li; C. Vondrick,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204496,NO,"We evaluate two recent transformer-based video models and find that while they can be surprisingly capable of tracking targets under certain settings of task variation, there remains a considerable performance gap before we can claim a tracking model to have acquired a true notion of object permanence. To study this task, we create a mixture of synthetic and annotated real datasets to support both supervised learning and structured evaluation of model performance under various forms of task variation, such as moving or nested containment."
Non-Probability Sampling Network for Stochastic Human Trajectory Prediction,I. Bae; J. -H. Park; H. -G. Jeon,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879462,YES,"For this purpose, we propose the Non-Probability Sampling Network (NPSN), a very small network (~5K parameters) that generates purposive sample sequences using the past paths of pedestrians and their social interactions. Through this analysis, we observe that the inferences of all stochastic models are biased toward the random sampling, and fail to generate a set of realistic paths from finite samples."
End-to-End Trajectory Distribution Prediction Based on Occupancy Grid Maps,K. Guo; W. Liu; J. Pan,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879534,NO,"Most recent works focus on predicting diverse trajectories in order to cover all modes of the real distribution, but they may despise the precision and thus give too much credit to unrealistic predictions. Yet, it is a challenging task because the ground-truth distribution is unknown and unobservable, while only one of its samples can be applied for supervising model learning, which is prone to bias."
Rethinking Efficient Lane Detection via Curve Modeling,Z. Feng; S. Guo; X. Tan; K. Xu; M. Wang; L. Ma,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879543,YES,"Unlike state-of-the-art segmentation-based and point detection-based methods that typically require heuristics to either decode predictions or formulate a large sum of anchors, the curve-based methods can learn holistic lane representations naturally. To handle the optimization difficulties of existing poly-nomial curve methods, we propose to exploit the parametric Bézier curve due to its ease of computation, stability, and high freedom degrees of transformations."
Consistent Direct Time-of-Flight Video Depth Super-Resolution,Z. Sun; W. Ye; J. Xiong; G. Choe; J. Wang; S. Su; R. Ranjan,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205312,YES,"To evaluate our models on complex dynamic indoor environments and to provide a large-scale dToF sensor dataset, we introduce Dy-DToF, the first synthetic RGB-dToF video dataset that features dynamic objects and a realistic dToF simulator following the physical imaging process. Unlike the conventional RGB-guided depth enhancement approaches, which perform the fusion in a per-frame manner, we propose the first multi-frame fusion scheme to mitigate the spatial ambiguity resulting from the low-resolution dToF imaging."
DriveGAN: Towards a Controllable High-Quality Neural Simulation,S. W. Kim; J. Philion; A. Torralba; S. Fidler,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577589,NO,"While most of the contemporary simulators are hand-crafted, a scaleable way to build simulators is to use machine learning to learn how the environment behaves in response to an action, directly from data. Since DriveGAN is a fully differentiable simulator, it further allows for re-simulation of a given video sequence, offering an agent to drive through a recorded scene again, possibly taking different actions."
FLAG3D: A 3D Fitness Activity Dataset with Language Instruction,Y. Tang; J. Liu; A. Liu; B. Yang; W. Dai; Y. Rao; J. Lu; J. Zhou; X. Li,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203838,YES,"FLAG3D features the following three aspects: 1) accurate and dense 3D human pose captured from advanced MoCap system to handle the complex activity and large movement, 2) detailed and professional language instruction to describe how to perform a specific activity, 3) versatile video resources from a high-tech MoCap system, rendering software, and cost-effective smartphones in natural environments. Extensive experiments and in-depth analysis show that FLAG3D contributes great research value for various challenges, such as cross-domain human action recognition, dynamic human mesh recovery, and language-guided human action generation."
CRAVES: Controlling Robotic Arm With a Vision-Based Economic System,Y. Zuo; W. Qiu; L. Xie; F. Zhong; Y. Wang; A. L. Yuille,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953695,NO,"In this paper, we present an alternative solution, which uses a 3D model to create a large number of synthetic data, trains a vision model in this virtual domain, and applies it to real-world images after domain adaptation. We also construct a vision-based control system for task accomplishment, for which we train a reinforcement learning agent in a virtual environment and apply it to the real-world."
4D Panoptic LiDAR Segmentation,M. Aygün; A. Ošep; M. Weber; M. Maximov; C. Stachniss; J. Behley; L. Leal-Taixé,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578492,NO,"Inspired by recent advances in benchmarking of multi-object tracking, we propose to adopt a new evaluation metric that separates the semantic and point-to-instance association aspects of the task. In this paper, we propose 4D panoptic LiDAR segmentation to assign a semantic class and a temporally-consistent instance ID to a sequence of 3D points."
HCRF-Flow: Scene Flow from Point Clouds with Continuous High-order CRFs and Position-aware Flow Embedding,R. Li; G. Lin; T. He; F. Liu; C. Shen,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578049,NO,"Although significant advances have been made by deep neural networks, the performance is far from satisfactory as only per-point translational motion is considered, neglecting the constraints of the rigid motion in local regions. In addition, constraints on the rigidity of the local transformation are also added by sharing unique rigid motion parameters for all points within each local region."
Image De-raining via Continual Learning,M. Zhou; J. Xiao; Y. Chang; X. Fu; A. Liu; J. Pan; Z. -J. Zha,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577362,NO,"The proposed model is capable of achieving superior performance on both inhomogeneous and incremental datasets, and is promising for highly compact systems to gradually learn myriad regularities of the different types of rain streaks. While deep convolutional neural networks (CNNs) have achieved great success on image de-raining task, most existing methods can only learn fixed mapping rules between paired rainy/clean images on a single dataset."
Lifelong Unsupervised Domain Adaptive Person Re-identification with Coordinated Anti-forgetting and Adaptation,Z. Huang; Z. Zhang; C. Lan; W. Zeng; P. Chu; Q. You; J. Wang; Z. Liu; Z. -J. Zha,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9878424,NO,"This is challenging because it requires the model to continuously adapt to unlabeled data in the target environments while alleviating catastrophic forgetting for such a fine-grained person retrieval task. Specifically, a meta-based Coordinated Data Replay strategy is proposed to replay old data and update the network with a coordinated optimization direction for both adaptation and memorization."
WildLight: In-the-wild Inverse Rendering with a Flashlight,Z. Cheng; J. Li; H. Li,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203448,YES,"The key idea is to exploit smartphone's built-in flashlight as a minimally controlled light source, and decompose image intensities into two photometric components – a static appearance corresponds to ambient flux, plus a dynamic reflection induced by the moving flashlight. Building on the success of neural light fields, we use an off-the-shelf method to capture the ambient reflections, while the flashlight component enables physically accurate photometric constraints to decouple reflectance and illumination."
SR-LSTM: State Refinement for LSTM Towards Pedestrian Trajectory Prediction,P. Zhang; W. Ouyang; P. Zhang; J. Xue; N. Zheng,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954402,NO,"In order to address this issue, we propose a data-driven state refinement module for LSTM network (SR-LSTM), which activates the utilization of the current intention of neighbors, and jointly and iteratively refines the current states of all participants in the crowd through a message passing mechanism. To effectively extract the social effect of neighbors, we further introduce a social-aware information selection mechanism consisting of an element-wise motion gate and a pedestrian-wise attention to select useful message from neighboring pedestrians."
Contextual Instance Decoupling for Robust Multi-Person Pose Estimation,D. Wang; S. Zhang,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879833,YES,"For instance, it achieves 71.3% AP on CrowdPose, outperforming the recent single-stage DEKR by 5.6%, the bottom-up CenterAttention by 3.7%, and the top-down JC-SPPE by 5.3%. Decoupling persons into different feature maps allows to isolate distractions from other persons, and explore context cues at scales larger than the bounding box size."
MotionTrack: Learning Robust Short-Term and Long-Term Motions for Multi-Object Tracking,Z. Qin; S. Zhou; L. Wang; J. Duan; G. Hua; W. Tang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204896,YES,"In this paper, we propose a simple yet effective multi-object tracker, i.e., MotionTrack, which learns robust short-term and long-term motions in a unified framework to associate trajectories from a short to long range. For extreme occlusions, we build a novel Refind Module to learn reliable long-term motions from the target's history trajectory, which can link the interrupted trajectory with its corresponding detection."
HSC4D: Human-centered 4D Scene Capture in Large-scale Indoor-outdoor Space Using Wearable IMUs and LiDAR,Y. Dai; Y. Lin; C. Wen; S. Shen; L. Xu; J. Yu; Y. Ma; C. Wang,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880196,NO,"Considering that IMUs can capture human poses but always drift for long-period use, while LiDAR is stable for global localization but rough for local positions and orientations, HSC4D makes both sensors complement each other by a joint optimization and achieves promising results for long-term capture. We propose Human-centered 4D Scene Capture (HSC4D) to accurately and efficiently create a dynamic digital world, containing large-scale indoor-outdoor scenes, diverse human motions, and rich interactions between humans and environments."
SoPhie: An Attentive GAN for Predicting Paths Compliant to Social and Physical Constraints,A. Sadeghian; V. Kosaraju; A. Sadeghian; N. Hirose; H. Rezatofighi; S. Savarese,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953374,NO,"We present SoPhie; an interpretable framework based on Generative Adversarial Network (GAN), which leverages two sources of information, the path history of all the agents in a scene, and the scene context information, using images of the scene. Our approach blends a social attention mechanism with physical attention that helps the model to learn where to look in a large scene and extract the most salient parts of the image relevant to the path."
Towards Social Artificial Intelligence: Nonverbal Social Signal Prediction in a Triadic Interaction,H. Joo; T. Simon; M. Cikara; Y. Sheikh,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954115,NO,"We present a new research task and a dataset to understand human social interactions via computational methods, to ultimately endow machines with the ability to encode and decode a broad channel of social signals humans use. We then present a new 3D motion capture dataset to explore this problem, where the broad spectrum of social signals (3D body, face, and hand motions) are captured in a triadic social interaction scenario."
M2I: From Factored Marginal Trajectory Prediction to Interactive Prediction,Q. Sun; X. Huang; J. Gu; B. C. Williams; H. Zhao,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879119,NO,"Our proposed approach M2I first classifies interacting agents as pairs of influencers and reactors, and then leverages a marginal prediction model and a conditional prediction model to predict trajectories for the influencers and reactors, respectively. Existing models excel at predicting marginal trajectories for single agents, yet it remains an open question to jointly predict scene compliant trajectories over multiple agents."
Habitat-Web: Learning Embodied Object-Search Strategies from Human Demonstrations at Scale,R. Ramrakhya; E. Undersander; D. Batra; A. Das,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880429,NO,"More importantly, we find the IL-trained agent learns efficient object-search behavior from humans - it peeks into rooms, checks corners for small objects, turns in place to get a panoramic view - none of these are exhibited as prominently by the RL agent, and to induce these behaviors via contemporary RL techniques would require tedious reward engineering. First, we develop a virtual teleoperation data-collection infrastructure - connecting Habitat simulator running in a web browser to Amazon Mechanical Turk, allowing remote users to teleoperate virtual robots, safely and at scale."
Transitional Adaptation of Pretrained Models for Visual Storytelling,Y. Yu; J. Chung; H. Yun; J. Kim; G. Kim,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577852,NO,"We propose a novel approach named Transitional Adaptation of Pre-trained Model (TAPM) that adapts the multi-modal modules to each other with a simpler alignment task between visual inputs only with no need for text labels. However, this direct transfer practice may suffer from the discord between visual specificity and language fluency since they are often separately trained from large corpora of visual and text data with no common ground."
Is Mapping Necessary for Realistic PointGoal Navigation?,R. Partsey; E. Wijmans; N. Yokoyama; O. Dobosevych; D. Batra; O. Maksymets,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879299,NO,"For the task of PointGoal navigation ('Go to Δx, Δy’) under idealized settings (no RGB-D and actuation noise, perfect GPS+Compass), the answer is a clear ‘yes' - mapless neural models composed of task-agnostic components (CNNs and RNNs) trained with large-scale reinforcement learning achieve 100% Success on a standard dataset (Gibson [24] ). While our approach does not saturate or ‘solve’ this dataset, this strong improvement combined with promising zero-shot sim2real transfer (to a LoCoBot robot) provides evidence consistent with the hypothesis that explicit mapping may not be necessary for navigation, even in a realistic setting."
Pushing it out of the Way: Interactive Visual Navigation,K. -H. Zeng; L. Weihs; A. Farhadi; R. Mottaghi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578659,YES,"More specifically, we consider two downstream tasks in the physics-enabled, visually rich, AI2-THOR environment: (1) reaching a target while the path to the target is blocked (2) moving an object to a target location by pushing it. For both tasks, agents equipped with an NIE significantly outperform agents without the understanding of the effect of the actions indicating the benefits of our approach."
"Think Global, Act Local: Dual-scale Graph Transformer for Vision-and-Language Navigation",S. Chen; P. -L. Guhur; M. Tapaswi; C. Schmid; I. Laptev,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879544,NO,"To balance the complexity of large action space reasoning and fine-grained language grounding, we dynamically combine a fine-scale encoding over local observations and a coarse-scale encoding on a global map via graph transformers. The agent not only needs to ground languages in visual scenes, but also should explore the environment to reach its target."
MUSE-VAE: Multi-Scale VAE for Environment-Aware Long Term Trajectory Prediction,M. Lee; S. S. Sohn; S. Moon; S. Yoon; M. Kapadia; V. Pavlovic,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880379,NO,"Accurate long-term trajectory prediction in complex scenes, where multiple agents (e.g., pedestrians or vehicles) interact with each other and the environment while attempting to accomplish diverse and often unknown goals, is a challenging stochastic forecasting problem. We demonstrate these assertions through a comprehensive set of experiments on nuScenes and SDD benchmarks as well as PFSD, a new synthetic dataset, which challenges the forecasting ability of models on complex agent-environment interaction scenarios."
Envedit: Environment Editing for Vision-and-Language Navigation,J. Li; H. Tan; M. Bansal,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879298,YES,"Empirically, on both the Room-to-Room and the multi-lingual Room-Across-Room datasets, we show that our proposed Envedit method gets significant im-provements in all metrics on both pre-trained and non-pre-trained VLN agents, and achieves the new state-of-the-art on the test leaderboard. To address this problem, we propose Envedit, a data augmentation method that cre-ates new environments by editing existing environments, which are used to train a more generalizable agent."
Bridging the Gap Between Learning in Discrete and Continuous Environments for Vision-and-Language Navigation,Y. Hong; Z. Wang; Q. Wu; S. Gould,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879946,NO,"The fundamental difference between the two setups is that discrete navigation assumes prior knowledge of the connectivity graph of the environment, so that the agent can effectively transfer the problem of navigation with low-level controls to jumping from node to node with high-level actions by grounding to an image of a navigable direction. Through extensive experiments we show that agents navigating in continuous environments with predicted waypoints perform significantly better than agents using low-level actions, which reduces the absolute discrete-to-continuous gap by 11.76% Success Weighted by Path Length (SPL) for the Cross-Modal Matching Agent and 18.24% SPL for the VLN$$BERT."
Opening up Open World Tracking,Y. Liu; I. E. Zulfikar; J. Luiten; A. Dave; D. Ramanan; B. Leibe; A. Ošep; L. Leal-Taixé,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880207,NO,An autonomous agent that is blind to never-seen-before objects poses a safety hazard when operating in the real world - and yet this is how almost all current systems work. We hope to open a new front in multi-object tracking research that will hopefully bring us a step closer to intelligent systems that can operate safely in the real world.
Temporal Complementarity-Guided Reinforcement Learning for Image-to-Video Person Re-Identification,W. Wu; J. Liu; K. Zheng; Q. Sun; Z. Zha,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880409,NO,"Specifically, TCRL formulates point-to-set matching procedure as Markov decision process, where a sequential judgement agent measures the uncertainty between the query image and all historical frames at each time step, and verifies that sufficient complementary clues are accumulated for judgment (same or different) or one more frames are requested to assist judgment. Existing methods treat it as a cross-modality retrieval task and learn the common latent embeddings from image and video modalities, which are both less effective and efficient due to large modality gap and redundant feature learning by utilizing all video frames."
Consistency driven Sequential Transformers Attention Model for Partially Observable Scenes,S. B. Rangrej; C. L. Srinidhi; J. J. Clark,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880412,NO,"Furthermore, to improve classification performance, we introduce a novel training objective, which enforces consistency between the class distribution predicted by a teacher model from a complete image and the class distribution predicted by our agent using glimpses. When the agent senses only 4% of the total image area, the inclusion of the proposed consistency loss in our training objective yields 3% and 8% higher accuracy on ImageNet and fMoW datasets, respectively."
ProphNet: Efficient Agent-Centric Motion Forecasting with Anchor-Informed Proposals,X. Wang; T. Su; F. Da; X. Yang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204544,NO,"Due to the heterogeneous nature of multi-sourced input, multimodality in agent behavior, and low latency required by onboard deployment, this task is notoriously challenging. We generate diverse proposals, fused with anchors bearing goal-oriented scene context, to induce multimodal prediction that covers a wide range of future trajectories."
Decentralized Learning with Multi-Headed Distillation,A. Zhmoginov; M. Sandler; N. Miller; G. Kristiansen; M. Vladymyrov,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203315,NO,"We study the effects of data and model architecture heterogeneity and the impact of the underlying communication graph topology on learning efficiency and show that our agents can significantly improve their performance compared to learning in isolation. We propose a novel distillation-based decentralized learning technique that allows multiple agents with private non-lid data to learn from each other, without having to share their data, weights or weight updates."
EXCALIBUR: Encouraging and Evaluating Embodied Exploration,H. Zhu; R. Kapoor; S. Y. Min; W. Han; J. Li; K. Geng; G. Neubig; Y. Bisk; A. Kembhavi; L. Weihs,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204393,NO,"EXCALIBUR allows agents to explore their environment for long durations and then query their understanding of the physical world via inquiries like: “is the small heavy red bowl made from glass?” or “is there a silver spoon heavier than the egg?”. Once the agents have answered a series of questions, they can renter the scene to refine their knowledge, update their beliefs, and improve their performance on the questions."
Imitation Learning as State Matching via Differentiable Physics,S. Chen; X. Ma; Z. Xu,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204050,YES,"In this work, we identify the benefits of differentiable physics simulators and propose a new IL method, i.e., Imitation Learning as State Matching via Differentiable Physics (ILD), which gets rid of the double-loop design and achieves significant improvements in final performance, convergence speed, and stability. Existing imitation learning (IL) methods such as inverse reinforcement learning (IRL) usually have a double-loop training process, alternating between learning a reward function and a policy and tend to suffer long training time and high variance."
