Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
Algorithm for Multi-Robot Chance-Constrained Generalized Assignment Problem with Stochastic Resource Consumption,F. Yang; N. Chakraborty,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341726,NO,"We design an iterative algorithm for solving CC-GAP in which each robot maximizes its own objective by solving a chance-constrained knapsack problem in an iterative manner. In this problem, each robot has a resource (e.g., battery life) constraint and it consumes a certain amount of resource to perform a task."
Virtual Region based Multi-robot Path Planning in an Unknown Occluded Environment,D. Roy; A. Chowdhury; M. Maitra; S. Bhattacharya,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968177,NO,"In this control approach, during the movement of a team of robots through an unknown occluded environment, a virtual boundary for the robotic crowd that could pass through even a very narrow passage, as a swarm, has been created based on the agents' /robots' sensing information. The utmost endeavor is to make an agent place itself at the center of a circular cell and a mechanism has been devised, where each agent is duly attracted and eventually is resident at the center of each cell completely blanketing the entire virtual region."
A Hybrid PSO Algorithm for Multi-robot Target Search and Decision Awareness,J. T. Ebert; F. Berlinger; B. Haghighat; R. Nagpal,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982022,NO,"Groups of robots can be tasked with identifying a location in an environment where a feature cue is past a threshold, then disseminating this information throughout the group – such as identifying a high-enough elevation location to place a communications tower. We present a two-stage hybrid algorithm to solve this task: (1) locating a target with a variation of PSO, and (2) moving to maximize target knowledge across the group."
Augmenting Control Policies with Motion Planning for Robust and Safe Multi-robot Navigation,T. Pan; C. K. Verginis; A. M. Wells; L. E. Kavraki; D. V. Dimarogonas,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341153,NO,"This work proposes a novel method of incorporating calls to a motion planner inside a potential field control policy for safe multi-robot navigation with uncertain dynamics. In the proposed approach, we attempt to follow the control policy as much as possible, and use calls to the motion planner to escape local minima."
Bounded Sub-optimal Multi-Robot Path Planning Using Satisfiability Modulo Theory (SMT) Approach,P. Surynek,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341047,NO,"Often however finding an optimal solution is too difficult hence sub-optimal algorithms that trade-off the quality of solutions and the runtime have been devised. We suggest eSMT-CBS, a new bounded sub-optimal algorithm built on top of recent compilation-based method for optimal MRPP based on satisfiability modulo theories (SMT)."
Multi-Robot Task Planning under Individual and Collaborative Temporal Logic Specifications,R. Bai; R. Zheng; M. Liu; S. Zhang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636287,NO,"To efficiently generate feasible and optimized task execution plans for the robots, we propose a hierarchical multi-robot temporal task planning framework, in which a central server allocates the collaborative tasks to the robots, and then individual robots can independently synthesize their task execution plans in a decentralized manner. Furthermore, we propose an execution plan adjusting mechanism that allows the robots to iteratively modify their execution plans via privacy-preserved inter-agent communication, to improve the expected actual execution performance by reducing waiting time in collaborations for the robots."
"Coxgraph: Multi-Robot Collaborative, Globally Consistent, Online Dense Reconstruction System",X. Liu; W. Ye; C. Tian; Z. Cui; H. Bao; G. Zhang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636645,NO,"Real-time dense reconstruction has been extensively studied for its wide applications in computer vision and robotics, meanwhile much effort has been made for the multi-robot system which plays an irreplaceable role in complicated but time-critical scenarios, e.g., search and rescue tasks. Extensive experiments demonstrate that our system can produce a globally consistent dense map in real-time with less transmission load, which is available as open-source software 1."
Delay Aware Universal Notice Network: Real world multi-robot transfer learning,S. Beaussant; S. Lengagne; B. Thuilot; O. Stasse,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9635917,NO,"Furthermore, once a successfully trained learning-based control policy is available, re-purposing the knowledge acquired by the agent to enable a structurally distinct agent to perform the same task is hazardous if done naively. In this work, we address the above issues with a single method, the DA-UNN (Delay Aware Universal Notice Network), which decomposes the knowledge into robot-specific and task-specific modules for fast transfer."
Multi-Robot Containment and Disablement,Y. Maymon; N. Agmon,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341073,NO,"The swarm is active in a given physical location, and the goal of the robots is twofold: to contain the swarm members such that the individuals will be prevented from expanding further beyond this area (this is referred to as perfect enclosure), and to fully disable the locust by reducing the size of the contained area (while preserving the perfect enclosure). We determine the minimal number of robots necessary to ensure perfect enclosure, and a placement of the robots about the contained area such that they will be able to guarantee perfect enclosure, as well as a distributed area reduction protocol maintaining perfect enclosure."
Polynomial Time Near-Time-Optimal Multi-Robot Path Planning in Three Dimensions with Applications to Large-Scale UAV Coordination,T. Guo; S. W. Feng; J. Yu,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982231,NO,"More precisely, on an $m_{1} \times m_{2} \times m_{3}$ grid, $m_{1}\geq m_{2}\geq m_{3}$, our method computes solutions for routing up to $\displaystyle \frac{m_{1}m_{2}m_{3}}{3}$ uniquely labeled robots with uniformly randomly distributed start and goal configurations within a makespan of $m_{1}+2m_{2}+2m_{3}+o(m_{1})$, with high probability. For enabling efficient, large-scale coordination of unmanned aerial vehicles (UAV s) under the labeled setting, in this work, we develop the first polynomial time algorithm for the reconfiguration of many moving bodies in three-dimensional spaces, with provable 1."
Approximated Dynamic Trait Models for Heterogeneous Multi-Robot Teams,G. Neville; H. Ravichandar; K. Shaw; S. Chernova,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341107,NO,"In this paper, we present a transformation-based modeling framework to bridge the gap between state-of-the-art task assignment algorithms and the reality of dynamic traits. Further, we propose a variance-based transformation as a general solution that approximates a variety of dynamic models, eliminating the need for hand specification."
Multi-robot Scheduling for Environmental Monitoring as a Team Orienteering Problem,A. Mansfield; S. Manjanna; D. G. Macharet; M. Ani Hsieh,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636854,NO,"In this paper, we propose an evolutionary algorithm for solving the multi-robot orienteering problem where a team of cooperative robots aims to maximize the total information collected by visiting a subset of given nodes within a fixed budget on travel costs. As such, we address a variant of the Orienteering Problem where the collected rewards are a function of the time a robot spends at a given location."
Market-based Multi-robot coordination with HTN planning,A. Milot; E. Chauveau; S. Lacroix; C. Lesire,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636286,NO,"The approach exploits HTN structures and algorithms, that are used within an auction-based allocation scheme, and aims at dealing with complex tasks with causal or temporal relations. Results on a statistical series of coverage problems are presented and their performance is assessed through a comparison with a state of the art algorithm."
Generating Alerts to Assist With Task Assignments in Human-Supervised Multi-Robot Teams Operating in Challenging Environments,S. Al-Hussaini; J. M. Gregory; Y. Guan; S. K. Gupta,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341588,NO,"In a mission with considerable uncertainty due to intermittent communications, degraded information flow, and failures, humans need to assess both the current and expected future states, and update task assignments to robots as quickly as possible. We present a forward simulation-based alert system that proactively notifies the human supervisor of possible, negatively-impactful events, which provides an opportunity for the human to retask agents to avoid undesirable scenarios."
Multi-robot Task Assignment for Aerial Tracking with Viewpoint Constraints,A. Ray; A. Pierson; H. Zhu; J. Alonso-Mora; D. Rus,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636719,NO,"Given desired shot parameters, the high-level planner uses a visibility heuristic to predict good times for capturing each shot and uses an Integer Linear Program to compute drone assignments. We address the problem of assigning a team of drones to autonomously capture a set desired shots of a dynamic target in the presence of obstacles."
Optimal Multi-robot Formations for Relative Pose Estimation Using Range Measurements,C. C. Cossette; M. A. Shalaby; D. Saussié; J. L. Ny; J. R. Forbes,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981301,NO,"By direct maximization of Fischer information, it is shown in simulation and experiment that large improvements in estimation accuracy can be obtained by optimizing the formation geometry of a team of robots. Specifically, it is shown that the estimation accuracy is highly dependent on the true relative poses themselves, which prompts the desire to find multi-robot formations that provide the best estimation performance."
Mobile Recharger Path Planning and Recharge Scheduling in a Multi-Robot Environment,T. Kundu; I. Saha,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636078,NO,"Our SMT encoding ensures that for a chosen length of the hypercycle, the total waiting time of the worker robots due to charge constraints is minimized under certain condition, and close to optimal when the condition does not hold. We present a Satisfiability Modulo Theory (SMT)-based approach that captures the activities of the robots in the form of constraints in a sufficiently long finite-length time window (hypercycle) whose repetitions provide their perpetual behavior."
Sparsification for Fast Optimal Multi-Robot Path Planning in Lazy Compilation Schemes,P. Surynek,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636296,NO,"Contemporary optimal solving algorithms include dedicated search-based methods, that solve the problem directly, and compilation-based algorithms that reduce MRPP to a different formalism for which an efficient solver exists, such as constraint programming (CP), mixed integer linear programming (MILP), or Boolean satisfiability (SAT). The problem is often modeled using undirected graphs where robots move between vertices across edges while no two robots can simultaneously occupy the same vertex nor can traverse an edge in opposite directions."
Multi-Robot Unknown Area Exploration Using Frontier Trees,A. Soni; C. Dasannacharya; A. Gautam; V. S. Shekhawat; S. Mohan,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981914,NO,"In this paper, we take the concept further for multi-robot exploration by proposing a new abstraction called the ‘group,’ meant to share information through a common frontier tree, requisite operations at the group level, and a method to assign goals to multiple robots. A group is a set of robots, the union of whose explored regions forms a contiguous region (a single connected region in a topological sense)."
Meta Preference Learning for Fast User Adaptation in Human-Supervisory Multi-Robot Deployments,C. Huang; W. Luo; R. Liu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636515,NO,"To validate method effectiveness, a task scenario ""An MRS searches victims in an earthquake disaster site"" was designed; 20 human users were involved to identify preferences as {""aggressive"", ""medium"", ""reserved""}; based on user guidance and domain knowledge, about 20,000 preferences were simulated to cover different operations related to {""task quality"", ""task progress"", ""robot safety""}. As multi-robot systems (MRS) are widely used in various tasks such as natural disaster response and social security, people enthusiastically expect an MRS to be ubiquitous that a general user without heavy training can easily operate."
Minimally Disruptive Connectivity Enhancement for Resilient Multi-Robot Teams,W. Luo; N. Chakraborty; K. Sycara,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340733,NO,"In particular, we propose a novel k-Connected Minimum Resilient Graph (k-CMRG) algorithm to compute an optimal k-connectivity graph that minimally constrains the robots' original task-related motion, and employ the Finite-Time Convergence Control Barrier Function (FCBF) to enforce the pairwise robot motion constraints defined by the edges of the graph. In contrast to many existing works that can only maintain the current connectivity of the multi-robot graph, we propose a generalized connectivity control framework that allows for reconfiguration of the multi-robot system to provably satisfy any connectivity demand, while minimally disrupting the execution of their original tasks."
Decentralized Multi-robot Velocity Estimation for UAVs Enhancing Onboard Camera-based Velocity Measurements,J. Horyna; V. Kratky; E. Ferrante; M. Saska,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981894,NO,"This method relies on sharing the onboard measurements of neighbors, as well as the estimation of the relative motion of a focal UAV within the swarm, based on observation of coworking robots. The results have shown that a swarm of UAVs using the proposed velocity estimator can stabilize individual robots when their primary onboard localization source is not reliable enough."
Interactive Multi-Robot Aerial Cinematography Through Hemispherical Manifold Coverage,X. Xu; G. Shi; P. Tokekar; Y. Diaz-Mercado,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981181,NO,"It enables multiple Unmanned Aerial Vehicles (UAVs) to coordinate their motion while tracking a dynamic (real or virtual) target, and can accommodate high-level human inputs to influence UAV concentration. The two inputs to the system, i.e., the predicted trajectory of the target and user-defined aesthetic preferences, are agnostic to the size of the multi-robot system (MRS)."
Autonomous Multi-Robot Assembly of Solar Array Modules: Experimental Analysis and Insights,H. Everson; J. Moser; A. Quartaro; S. Glassner; E. Komendera,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341298,NO,"Analysis of hardware experiments provides novel insights not readily apparent in simulations alone, which serves to inform future developments.This paper describes analysis and insights gained from an autonomous assembly experiment consisting of a dexterous manipulator, a gross positioning serial arm, and a 1 degree of freedom (DOF) turntable to facilitate the assembly and deployment of a solar array mockup. To allow for the construction of large space structures to support future space endeavors, autonomous robotic solutions would serve to reduce cost and risk of human extravehicular activity (EVA)."
Real-Time Distributed Multi-Robot Target Tracking via Virtual Pheromones,J. P. Mathew; C. Nowzari,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981262,NO,"Actively searching for targets using a multi-agent system in an unknown environment poses a two-pronged prob-lem, where on the one hand we need agents to cover as much of the environment as possible and on the other have a higher density of agents where there are potential targets to maximize detection performance. This paper proposes a fully distributed solution for an ad hoc network of agents to cooperatively search an unknown environment and actively track found targets."
Multi-Robot Dynamic Swarm Disablement,O. Fogler; N. Agmon,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982075,NO,"Motivated by the use of robots for pest control in agriculture, this work introduces the Multi-Robot Dynamic Swarm Disablement problem, in which a team of robots is required to disable a swarm of agents (for example, locust agents) passing through an area while minimizing the cumulative time of the swarm members (equivalent to the cumulative damage they cause) in the area. Motivated by the poor performance when a weak group of robots attempts to catch a large swarm of agents, whether it is a significant numerical minority or poor speed gaps, we suggest the use of blocking lines: the robots form lines that block the agents along their movement in the environment."
Decentralized Learning With Limited Communications for Multi-robot Coverage of Unknown Spatial Fields,K. Nakamura; M. Santos; N. E. Leonard,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981665,NO,"Drawing from previous approaches that estimate the spatial field through a centralized Gaussian process, this work leverages the spatial structure of the coverage problem and presents a decentralized strategy where samples are aggregated locally by establishing communications through the boundaries of a Voronoi partition. We present an algorithm whereby each robot runs a local Gaussian process calculated from its own measurements and those provided by its Voronoi neighbors, which are incorporated into the individual robot's Gaussian process only if they provide sufficiently novel information."
Multi-Robot Path Planning Using Medial-Axis-Based Pebble-Graph Embedding,L. He; Z. Pan; K. Solovey; B. Jia; D. Manocha,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981807,NO,"To construct the underlying pebble graph, we identify inscribed circles in the workspace via a medial axis transform and organize robots into layers within each inscribed circle. For environments with narrow passages, such density violates the well-separated assumptions made by state-of-the-art MPP planners, while our method achieves an average success rate of 83%."
DiMOpt: a Distributed Multi-robot Trajectory Optimization Algorithm,J. Salvado; M. Mansouri; F. Pecora,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981345,NO,"We propose a distributed multi-robot optimization algorithm (DiMOpt) that addresses these issues by exploiting (1) consensus optimization strategies to tackle coupling collision constraints, and (2) a single-robot sequential convex programming method for efficiently handling non-convexities introduced by dynamics. Finally, DiMOpt is an iterative algorithm that finds feasible trajectories before converging to a locally optimal solution, and results suggest the quality of such fast initial solutions is comparable to a converged solution computed via SCP."
OCTOANTS: A Heterogeneous Lightweight Intelligent Multi-Robot Collaboration System with Resource-constrained IoT Devices,Q. Zhang; R. Quan; S. Qimuge; P. Xia; J. Wang; X. Zan; F. Wang; C. Chen; Q. Wei; H. Zhao; X. Liu; F. Qiao,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982135,NO,"At the same time, our heterogeneous system is on average 7.2% more accurate than the state-of-the-art homogeneous system and can be applied to a wider range of application scenarios, demonstrating the superiority and feasibility of our OCTOANTS. Second, to reflect lightweight intelligence, we use the Raspberry Pi, a low computing and power consumption internet of things (IoT) device, as a processing platform and first propose a quantitative definition of the lightweight intelligent system."
State Estimation and Model-Predictive Control for Multi-Robot Handling and Tracking of AGV Motions using iGPS,C. Storm; H. Hose; R. H. Schmitt,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636116,NO,"It enables the automation of high variant, low volume, large size assembly tasks such as aircraft, truck or steel beam assembly, which are mostly manual processes at present. In this paper, we present a solution for simultaneous handling of large components with industrial robots performing synchronized motions with an AGV in flexible flow assembly."
On Coverage Control for Limited Range Multi-Robot Systems,F. Pratissoli; B. Capelli; L. Sabattini,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982002,NO,"The control law is based on a limited Voronoi partitioning of the sensing area, and we demonstrate that the group of robots can optimally cover the environment using only information that is locally detected (without communication). To overcome these limitations, we present a distributed control strategy to cover an unknown environment with a group of robots with limited sensing capabilities and in the absence of reliable communication."
Impressionist Algorithms for Autonomous Multi-Robot Systems: Flocking as a Case Study,F. Berlinger; J. T. Ebert; R. Nagpal,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981448,NO,"In simulation studies and theoretical analyses, we investigate the effect of systematically reducing spatial and temporal fidelity of individual information on the success metrics for the group; we also demonstrate physical experiments with Blueswarm robots using simple color detection. While algorithms might assume reliable communication, perfect sensing, and instantaneous cognition, most robots have lossy or even no communication, imperfect sensing, and limited cognition speed."
Scalable Online Coverage Path Planning for Multi-Robot Systems,R. Mitra; I. Saha,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981213,NO,"In each planning horizon, it generates collision-free paths that guide the robots to visit some obstacle-free locations (aka goals) not visited so far, which in turn help them explore some new regions with their laser rangefinders. We evaluate our planner for ground and aerial robots by performing experiments with up to 128 robots on six 2D grid-based benchmark obstacle maps, establishing scalability."
"Early Recall, Late Precision: Multi-Robot Semantic Object Mapping under Operational Constraints in Perceptually-Degraded Environments",X. Lei; T. Kim; N. Marchal; D. Pastor; B. Ridge; F. Schöller; E. Terry; F. Chavez; T. Touma; K. Otsu; B. Morrell; A. Agha,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982267,NO,"During such missions, high recall is desirable to avoid missing true target objects and high precision is also critical to avoid wasting valuable operational time on false positives. Given recent advancements in visual perception algorithms, the former is largely solvable autonomously, but the latter is difficult to address without the supervision of a human operator."
Risk-Sensitive Sequential Action Control with Multi-Modal Human Trajectory Forecasting for Safe Crowd-Robot Interaction,H. Nishimura; B. Ivanovic; A. Gaidon; M. Pavone; M. Schwager,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341469,NO,"Our modular approach decouples the crowd-robot interaction into learning-based prediction and model-based control, which is advantageous compared to end-to-end policy learning methods in that it allows the robot's desired behavior to be specified at run time. The sampling-based model predictive control relies on mode insertion gradient optimization for this risk measure as well as Trajectron++, a state-of-the-art generative model that produces multimodal probabilistic trajectory forecasts for multiple interacting agents."
"IAN: Multi-Behavior Navigation Planning for Robots in Real, Crowded Environments",D. Dugas; J. Nieto; R. Siegwart; J. J. Chung,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341457,NO,"This work addresses the question of whether it can be beneficial to use interaction actions, such as saying, touching, and gesturing, for the sake of allowing robots to navigate in unstructured, crowded environments. Based on the hypothesis that the variation in modality for these scenarios calls for significantly different planning policies, we design specific navigation behaviors as interaction planners for actuated, mobile robots."
MAPPER: Multi-Agent Path Planning with Evolutionary Reinforcement Learning in Mixed Dynamic Environments,Z. Liu; B. Chen; H. Zhou; G. Koushik; M. Hebert; D. Zhao,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340876,NO,"Reinforcement learning-based methods usually suffer performance degradation on long-horizon tasks with goal-conditioned sparse rewards, so we decompose the long-range navigation task into many easier sub-tasks under the guidance of a global planner, which increases agents' performance in large environments. Experiments show that MAPPER is able to achieve higher success rates and more stable performance when exposed to a large number of non-cooperative dynamic obstacles compared with traditional reaction-based planner LRA* and the state-of-the-art learning-based method."
AB-Mapper: Attention and BicNet based Multi-agent Path Planning for Dynamic Environment,H. Guan; Y. Gao; M. Zhao; Y. Yang; F. Deng; T. L. Lam,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981513,NO,"To improve the effectiveness and efficiency of the learning process during path planning in dynamic environments, we introduce an algorithm called Attention and BicNet based Multi-agent path planning with effective reinforcement (AB-Mapper) under the actor-critic reinforcement learning framework. Compared with the SOTA method Mapper in crowded environments with dynamic obstacles, our AB-Mapper is more effective (90.27±0.06% vs. 61.65±13.90% in terms of mean success rate) in solving the general multi-agent path finding problem."
Tensor Action Spaces for Multi-agent Robot Transfer Learning,D. Schwab; Y. Zhu; M. Veloso,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341696,NO,"Building off previous work, we show how to map back and forth between the state and action space of a standard Markov Decision Process (MDP) and multi-dimensional tensors such that zero-shot transfer in these cases is possible. We explore using reinforcement learning on single and multi-agent systems such that after learning is finished we can apply a policy zero-shot to new environment sizes, as well as different number of agents and entities."
Cooperative Range-only SLAM based on Sum of Gaussian Filter in Dynamic Environments,J. -H. Kim; D. Kim,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967646,NO,"To address the aforementioned issues, a cooperative dynamic RO-SLAM (CDRO-SLAM) is proposed in this paper, which is a RO-SLAM algorithm based on sum of Gaussian (SoG) filter with cooperative measurements in dynamic environments. Most range-only simultaneous localization and mapping (RO-SLAM) algorithms have considered direct measurements between robot and its neighbor nodes only, even though other inter-node measurements can be actively used to improve the performance."
Dynamic Lambda-Field: A Counterpart of the Bayesian Occupancy Grid for Risk Assessment in Dynamic Environments,J. Laconte; E. Randriamiarintsoa; A. Kasmi; F. Pomerleau; R. Chapuis; C. Debain; R. Aufrère,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636804,NO,"While navigating in complex urban environments, the Bayesian occupancy grid is one of the most popular types of maps, where the information of occupancy is stored as the probability of collision. Although widely used, this kind of representation is not well suited for risk assessment: because of its discrete nature, the probability of collision becomes dependent on the tessellation size."
Dynamic-GAN: Learning Spatial-Temporal Attention for Dynamic Object Removal in Feature Dense Environments,C. M. Trombley; S. Kumar Das; D. O. Popa,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981102,NO,"As people appeared dynamically in close proximity to the robot, results showed that large, feature-rich occluded areas can be accurately reconstructed with our attention-based deep learning framework for dynamic object removal. This paper presents an attention-based, deep learning framework that converts robot camera frames with dynamic content into static frames to more easily apply simultaneous localization and mapping (SLAM) algorithms."
Multi-Modal Robot Apprenticeship: Imitation Learning Using Linearly Decayed DMP+ in a Human-Robot Dialogue System,Y. Wu; R. Wang; L. F. D'Haro; R. E. Banchs; K. P. Tee,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593634,NO,"In this paper, we propose a multi-modal learning approach using DMP+ with linear decay integrated in a dialogue system with speech and ontology for the robot to learn seamlessly through natural interaction modalities (like an apprentice) while learning or re-learning is done on the fly to allow partial updates to a learned task to reduce potential user fatigue and operational downtime in teaching. A gluing demonstration is also conducted to show how the system provides seamless learning of multiple tasks in a flexible manufacturing set-up."
High-Speed Catching by Multi-Vision Robot Hand,M. Sato; A. Takahashi; A. Namiki,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340968,NO,"In this paper, we propose the ""multi-vision hand"", in which a number of small high-speed cameras are mounted on the robot hand of a common 7 degrees-of-freedom robot. In the proposed catching control, the catch position of the ball, which is estimated by the external fixed high-speed cameras, is corrected by the multivision hand in real-time."
Stopper Angle Design for a Multi-link Articulated Wheeled In-pipe Robot with Underactuated Twisting Joints,Y. Oka; A. Kakogawa; S. Ma,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594208,NO,"These two movements are generated by a miter-geared differential mechanism installed in each joint, and the magnitudes of these movements depend on the load applied to the wheels and roll joints. By calculating the angle of elevation of the robot's helical movement in the pipe by using a kinematic model, we can design a stopper to precisely adjust the roll angle."
Development of a Maneuverable Un-Tethered Multi-fin Soft Robot,T. V. Truong; R. C. Mysa; T. Stalin; P. M. A. Raj; P. Valdivia y Alvarado,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341093,NO,"By using asymmetric input functions to actuate all fins in phase, the robot can achieve close to pure heave motions while single fin symmetric actuation enables forwards, backwards, and sway motions. The robot has a 216mm body length and displays great potential to achieve uncoupled surge (forwards and backwards), sway, and heave motions."
Multi-controller multi-objective locomotion planning for legged robots,M. Brandão; M. Fallon; I. Havoutis,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967926,NO,"In this paper we propose a method for planning locomotion with multiple controllers and sub-planners, explicitly considering the multi-objective nature of the legged locomotion planning problem. We show that our approach is faster than pure footstep planning methods both in computation (2x) and mission time (1.4x), and safer than pure dynamic-walking methods."
Inference of Multi-Class STL Specifications for Multi-Label Human-Robot Encounters,A. Linard; I. Torre; I. Leite; J. Tumova,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982088,NO,"Inspired by robot navigation tasks in human-crowded environments, we consider the case where a human and a robot walk towards each other, and where humans have to avoid colliding with the incoming robot. Our inference algorithm learns STL specifications from data containing multiple classes, where instances can be labelled by one or many classes."
Composite Reinforcement Learning for Social Robot Navigation,P. -H. Ciou; Y. -T. Hsiao; Z. -Z. Wu; S. -H. Tseng; L. -C. Fu,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593410,NO,"It turns out that our CRL system not only can incrementally learn how to set its velocity and to perform HRI but also keep collecting human feedback to synchronize the reward functions to the current social norms. Recently, deep reinforcement learning (DRL) technique is popularly applied to the robotics field; yet, it is rarely used to solve the mentioned social navigation problem, generally deemed as a high dimension complex problem."
The Socially Invisible Robot Navigation in the Social World Using Robot Entitativity,A. Bera; T. Randhavane; E. Kubin; A. Wang; K. Gray; D. Manocha,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593411,NO,"Our approach is based on prior psychological research, which reveals that people notice and-importantly-react negatively to groups of social actors when they have high entitativity, moving in a tight group with similar appearances and trajectories. Our approach empirically shows that various levels of entitative robots can be used to both avoid and influence pedestrians while not eliciting strong emotional reactions, giving multi-robot systems socially-invisibility."
Modeling a Social Placement Cost to Extend Navigation Among Movable Obstacles (NAMO) Algorithms,B. Renault; J. Saraydaryan; a. O. Simonin,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340892,NO,"Current Navigation Among Movable Obstacles (NAMO) algorithms focus on finding a path for the robot that only optimizes the displacement cost of navigating and moving obstacles out of its way. However, in a human environment, this focus may lead the robot to leave the space in a socially inappropriate state that may hamper human activity (i.e."
An Approach to Deploy Interactive Robotic Simulators on the Web for HRI Experiments: Results in Social Robot Navigation,N. Tsoi; M. Hussein; O. Fugikawa; J. D. Zhao; M. Vázquez,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636319,NO,"With SEAN- EP, remote users can virtually interact with a mobile robot in the Social Environment for Autonomous Navigation, without installing any software on their computer or needing specialized hardware. In addition, we compared human feedback from participants that interacted with a robot using SEAN- EP with feedback obtained through a more traditional video survey."
"Multi-Layer Environmental Affordance Map for Robust Indoor Localization, Event Detection and Social Friendly Navigation",P. -T. Wu; C. -A. Yu; S. -H. Chan; M. -L. Chiang; L. -C. Fu,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968455,NO,"The main feature of this architecture is that the relations between layers can be viewed as affordances to improve the accuracy and the robustness of the detection and inference. The results show that our architecture achieves robust indoor localization, scene localization, human event detection and socially friendly navigation in real time under limited computational resource."
SocialGym: A Framework for Benchmarking Social Robot Navigation,J. Holtz; J. Biswas,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982021,NO,"A framework for these benchmarks would need to support a wide variety of learning approaches, be extensible to the broad range of social navigation scenarios, and abstract away the perception problem to focus on social navigation explicitly. Further, we present benchmark results that compare and contrast human-engineered and model-based learning approaches to a suite of off-the-shelf Learning from Demonstration (LfD) and Reinforcement Learning (RL) approaches applied to social robot navigation."
